등급,어휘,표준동형어번호,품사,어종,원어,의미,분야
2등급,정성껏,0,부사,혼종어,精誠껏,있는 정성을 다하여. 또는 정성이 미치는 데까지.,일반어
2등급,정시,7,명사,한자어,定時,일정한 시간 또는 시기.,일반어
2등급,정신과,0,명사,한자어,精神科,정신 질환을 앓고 있는 사람을 진단ㆍ치료하는 의학 분야.,전문어(의학)
2등급,정의,3,명사,한자어,正義,"「1」진리에 맞는 올바른 도리.
「2」바른 의의(意義).
「3」개인 간의 올바른 도리. 또는 사회를 구성하고 유지하는 공정한 도리.
「4」플라톤의 철학에서, 지혜ㆍ용기ㆍ절제의 완전한 조화를 이르는 말.",일반어/일반어/전문어(철학)/전문어(철학)
2등급,정전,12,명사,한자어,停電,오던 전기가 끊어짐.,일반어
2등급,정정당당하다,0,형용사,혼종어,正正堂堂하다,태도나 수단이 정당하고 떳떳하다.,일반어
2등급,정체,1,명사,한자어,正體,"「1」참된 본디의 형체.
「2」본심(本心)의 모양.
「3」바른 모양의 글씨.",일반어/일반어/일반어
2등급,정치,3,명사,한자어,政治,"나라를 다스리는 일. 국가의 권력을 획득하고 유지하며 행사하는 활동으로, 국민들이 인간다운 삶을 영위하게 하고 상호 간의 이해를 조정하며, 사회 질서를 바로잡는 따위의 역할을 한다.",일반어
2등급,정치인,0,명사,한자어,政治人,정치를 맡아서 하는 사람. 또는 정치에 관한 학식과 경험이 풍부한 사람.,일반어
2등급,정치적,0,명사/관형사,한자어,政治的,"[Ⅰ]「1」정치와 관련된 것.
[Ⅰ]「2」정치의 수법으로 하는 것.
[Ⅱ]「1」정치와 관련된.
[Ⅱ]「2」정치의 수법으로 하는.",일반어/일반어/일반어/일반어
2등급,정형외과,0,명사,한자어,整形外科,근육이나 뼈대 따위의 운동 기관의 기능 장애를 치료하는 의학 분야. 선천 기형이나 변형에 대하여 형태의 교정이나 기능 회복을 목적으로 수술하거나 치료한다.,전문어(의학)
2등급,제공,4,명사,한자어,提供,무엇을 내주거나 갖다 바침.,일반어
2등급,제공하다,2,동사,혼종어,提供하다,무엇을 내주거나 갖다 바치다.,일반어
2등급,제국,2,명사,한자어,帝國,황제가 다스리는 나라.,일반어
2등급,제법,1,부사,고유어,,수준이나 솜씨가 어느 정도에 이르렀음을 나타내는 말.,일반어
2등급,제비,2,명사,고유어,,"제빗과의 새. 몸의 길이는 18cm 정도이며 등은 윤기가 있는 푸른빛을 띤 검은색이고 배는 흰색이다. 이마에서 위쪽 가슴에 걸쳐 검은 테로 둘러싸인 밤색의 큰 반점이 있다. 꽁지가 가위 모양으로 갈라져 있고 날개가 발달하여 빨리 난다. 열대 또는 아열대인 인도, 태국, 캄보디아, 베트남, 오스트레일리아 등지에서 겨울을 보내고 봄에 우리나라에서 처마 밑에 집을 짓고 살다가 가을에 날아간다. 한국, 일본, 중국 등지에서 번식한다.",전문어(동물)
2등급,제사,7,명사,한자어,祭祀,신령이나 죽은 사람의 넋에게 음식을 바치어 정성을 나타냄. 또는 그런 의식.,일반어
2등급,제시하다,1,동사,혼종어,提示하다,"「1」어떠한 의사를 말이나 글로 나타내어 보이게 하다.
「2」검사나 검열 따위를 위하여 물품을 내어 보이게 하다.",일반어/일반어
2등급,제안,2,명사,한자어,提案,안이나 의견으로 내놓음. 또는 그 안이나 의견.,일반어
2등급,제왕,1,명사,한자어,帝王,황제와 국왕을 아울러 이르는 말.,일반어
2등급,제외하다,0,동사,혼종어,除外하다,따로 떼어 내어 한데 헤아리지 아니하다.,일반어
2등급,제자,1,명사,한자어,弟子,"「1」스승으로부터 가르침을 받거나 받은 사람.
「2」예수의 가르침을 받아 그의 뒤를 따르는 사람.",일반어/전문어(기독교)
2등급,제작,2,명사,한자어,製作,재료를 가지고 기능과 내용을 가진 새로운 물건이나 예술 작품을 만듦.,일반어
2등급,제작하다,2,동사,혼종어,製作하다,재료를 가지고 기능과 내용을 가진 새로운 물건이나 예술 작품을 만들다.,일반어
2등급,제조,7,명사,한자어,製造,"「1」공장에서 큰 규모로 물건을 만듦.
「2」원료에 인공을 가하여 정교한 제품을 만듦.",일반어/일반어
2등급,제주도,1,명사,한자어,濟州島,"우리나라 서남해 쪽에 있는 가장 큰 화산섬. 상고 시대에는 양(良), 고(高), 부(夫) 삼성신(三姓神)이 세운 탐라국이 있었으며 1946년에 전라남도에서 분리되어 도(道)로 승격하였고 2006년에 제주특별자치도 설치 및 국제 자유 도시 조성을 위한 특별법에 의하여 도에서 제주특별자치도로 승격하였다. 목축업, 농업, 임업, 수산업, 관광 사업이 발달하였으며 해녀와 말이 유명하다. 명승지로 백록담, 삼성혈, 용두암, 만장굴, 천지연 폭포 따위가 있다. 동서 73km, 남북 31km의 타원형으로 이루어져 있다. 면적은 1832.946㎢.",전문어(지명)
2등급,제출,2,명사,한자어,提出,"문안(文案)이나 의견, 법안(法案) 따위를 냄.",일반어
2등급,제출하다,2,동사,혼종어,提出하다,"문안(文案)이나 의견, 법안(法案) 따위를 내다.",일반어
2등급,제치다,1,동사,고유어,,"「1」거치적거리지 않게 처리하다.
「2」일정한 대상이나 범위에서 빼다.
「3」경쟁 상대보다 우위에 서다.
「4」일을 미루다.",일반어/일반어/일반어/일반어
2등급,제한,1,명사,한자어,制限,일정한 한도를 정하거나 그 한도를 넘지 못하게 막음. 또는 그렇게 정한 한계.,일반어
2등급,조,4,수사/관형사,한자어,兆,"[Ⅰ]「1」억(億)의 만 배가 되는 수.
[Ⅰ]「2」예전에, 억의 억 배가 되는 수를 이르던 말. 즉, 1016을 이른다.
[Ⅱ]억(億)의 만 배가 되는 수의.",일반어/일반어
2등급,조개껍질,0,명사,고유어,,조갯살을 겉에서 싸고 있는 단단한 물질.,일반어
2등급,조건,2,명사,한자어,條件,"「1」어떤 일이 이루어지려면 갖추어져야 할 상태나 요소.
「2」일정한 일을 결정하기에 앞서 내놓는 요구나 견해.
「3」법률 행위 효력의 발생이나 소멸을 장래에 일어날 불확실한 사실에 의하여 제한하는 일.",일반어/일반어/전문어(법률)
2등급,조르다,1,동사,고유어,,"「1」동이거나 감은 것을 단단히 죄다.
「2」사진기의 조리개를 조절하여 빛이 들어오는 구멍을 좁게 하다.",일반어/일반어
2등급,조마조마,0,부사,고유어,,닥쳐올 일에 대하여 염려가 되어 마음이 초조하고 불안한 모양.,일반어
2등급,조마조마하다,0,형용사,고유어,,닥쳐올 일에 대하여 염려가 되어 마음이 불안하다.,일반어
2등급,조만간,0,부사,한자어,早晩間,앞으로 곧.,일반어
2등급,조수,1,명사,한자어,助手,어떤 책임자 밑에서 지도를 받으면서 그 일을 도와주는 사람.,일반어
2등급,조심스럽다,0,형용사,혼종어,操心스럽다,잘못이나 실수가 없도록 말이나 행동에 마음을 쓰는 태도가 있다.,일반어
2등급,조작,5,명사,한자어,操作,"「1」기계 따위를 일정한 방식에 따라 다루어 움직임.
「2」작업 따위를 잘 처리하여 행함.",일반어/일반어
2등급,조작하다,2,동사,혼종어,操作하다,"「1」기계 따위를 일정한 방식에 따라 다루어 움직이다.
「2」작업 따위를 잘 처리하여 행하다.",일반어/일반어
2등급,조정하다,6,동사,혼종어,調整하다,"「1」어떤 기준이나 실정에 맞게 정돈하다.
「2」날 따위를 만들 때 잔손질로 매만지다.",일반어/전문어(역사)
2등급,조퇴,1,명사,한자어,早退,정하여진 시간 이전에 물러남.,일반어
2등급,조퇴하다,1,동사,혼종어,早退하다,정하여진 시간 이전에 물러나다.,일반어
2등급,조회,1,명사,한자어,朝會,"「1」학교나 관청 따위에서 아침에 모든 구성원이 한자리에 모이는 일. 또는 그런 모임. 주로 아침 인사, 지시 사항 전달, 생활 반성, 체조 따위를 한다.
「2」모든 벼슬아치가 함께 정전에 모여 임금에게 문안드리고 정사를 아뢰던 일. 대조(大朝), 조참(朝參), 상참(常參) 따위가 있다.",일반어/전문어(역사)
2등급,존재하다,0,동사,혼종어,存在하다,"「1」현실에 실재하다.
「2」의식으로부터 독립하여 외계(外界)에 객관적으로 실재하다. 그 양상에 따라 물리적ㆍ수리적ㆍ사회적ㆍ인격적인 일 따위로 구분한다.",일반어/전문어(철학)
2등급,졸라매다,0,동사,고유어,,느슨하지 않도록 단단히 동여매다.,일반어
2등급,졸병,0,명사,한자어,卒兵,직위가 낮은 병사.,일반어
2등급,좁아지다,0,동사,고유어,,좁게 되다.,일반어
2등급,종,3,명사,고유어,,"「1」예전에, 남의 집에 딸려 천한 일을 하던 사람.
「2」남에게 얽매이어 그 명령에 따라 움직이는 사람을 비유적으로 이르는 말.",일반어/일반어
2등급,종료,0,명사,한자어,終了,어떤 행동이나 일 따위가 끝남. 또는 행동이나 일 따위를 끝마침.,일반어
2등급,종류,0,명사,한자어,種類,"「1」사물의 부문을 나누는 갈래.
「2」갈래의 수를 세는 단위.",일반어/일반어
2등급,종목,1,명사,한자어,種目,"「1」여러 가지 종류에 따라 나눈 항목.
「2」증권 시장에서, 매매 거래의 대상이 되는 유가 증권을 내용과 형식에 따라 분류한 것. 일반적으로 회사명을 붙여 사용하나 동일한 회사의 주식이라 하더라도 신주(新株)와 우선주 따위는 보통주와 구별하여 별도로 취급한다.",일반어/전문어(경제)
2등급,종알거리다,0,동사,고유어,,남이 잘 알아듣지 못할 정도의 작은 목소리로 혼잣말을 자꾸 하다.,일반어
2등급,종알대다,0,동사,고유어,,남이 잘 알아듣지 못할 정도의 작은 목소리로 혼잣말을 자꾸 하다.,일반어
2등급,종업원,0,명사,한자어,從業員,어떤 업무에 종사하는 사람.,일반어
2등급,종이컵,0,명사,혼종어,종이cup,"음료를 따라서 마시는 데 쓰는, 종이로 만든 일회용 컵.",일반어
2등급,종종,4,명사/부사,한자어,種種,"[Ⅰ]모양이나 성질이 다른 여러 가지.
[Ⅱ]시간적ㆍ공간적 간격이 얼마쯤씩 있게.",일반어/일반어
2등급,좌절,0,명사,한자어,挫折,"「1」마음이나 기운이 꺾임.
「2」어떠한 계획이나 일 따위가 도중에 실패로 돌아감.",일반어/일반어
2등급,좌절하다,0,동사,혼종어,挫折하다,"「1」마음이나 기운이 꺾이다.
「2」어떠한 계획이나 일 따위가 도중에 실패로 돌아가다.",일반어/일반어
2등급,죄짓다,0,동사,혼종어,罪짓다,죄를 저지르다.,일반어
2등급,주르륵,0,부사,고유어,,"「1」굵은 물줄기 따위가 빠르게 잠깐 흐르다가 그치는 소리. 또는 그 모양.
「2」물건 따위가 비탈진 곳에서 빠르게 잠깐 미끄러져 내리다가 멎는 모양.",일반어/일반어
2등급,주목,3,명사/감탄사,한자어,注目,"[Ⅰ]「1」관심을 가지고 주의 깊게 살핌. 또는 그 시선.
[Ⅰ]「2」조심하고 경계하는 눈으로 살핌. 또는 그 시선.
[Ⅱ]구령자에게 시선을 모으라는 구령.",일반어/일반어/전문어(군사)
2등급,주문,3,명사,한자어,呪文,"「1」음양가나 점술에 정통한 사람이 술법을 부리거나 귀신을 쫓을 때 외는 글귀.
「2」다라니의 글.
「3」천도교에서, 교인들이 심령을 닦고 한울님에게 빌고 맹세할 때 외는 글.",전문어(민속)/전문어(불교)/전문어(종교 일반)
2등급,주민,0,명사,한자어,住民,"「1」일정한 지역에 살고 있는 사람.
「2」30일 이상 거주할 목적으로 일정한 주소 또는 거주지를 가진 사람.",일반어/전문어(법률)
2등급,주식,3,명사,한자어,株式,"「1」주식회사의 자본을 구성하는 단위.
「2」주주의 출자에 대하여 교부하는 유가 증권.",전문어(경제)/전문어(경제)
2등급,주요,1,명사,한자어,主要,주되고 중요함.,일반어
2등급,주장,3,명사,한자어,主張,"「1」자기의 의견이나 주의를 굳게 내세움. 또는 그런 의견이나 주의.
「2」어떤 일을 중심이 되어 맡아 처리함.
「3」민사 소송에서, 공격 또는 방어의 방법으로 당사자가 자기에게 유리한 법률 효과나 사실의 있고 없음에 관한 지식을 진술하는 소송 행위.",일반어/일반어/전문어(법률)
2등급,주장하다,1,동사,혼종어,主張하다,"「1」자기의 의견이나 주의를 굳게 내세우다.
「2」어떤 일을 중심이 되어 맡아 처리하다.
「3」민사 소송에서, 공격 또는 방어의 방법으로 당사자가 자기에게 유리한 법률 효과나 사실의 있고 없음에 관한 지식을 진술하다.",일반어/일반어/전문어(법률)
2등급,주제,1,명사,고유어,,"「1」변변하지 못한 몰골이나 몸치장.
「2」변변하지 못한 처지.",일반어/일반어
2등급,주제,4,명사,한자어,主題,"「1」대화나 연구 따위에서 중심이 되는 문제.
「2」예술 작품에서 지은이가 나타내고자 하는 기본적인 사상.
「3」주된 제목.
「4」하나의 악곡을 이루는 중심 악상. 악곡의 전부 또는 일부분의 기초가 되어, 그 선율적ㆍ화성적ㆍ율동적 발전이 악곡을 다양하게 전개한다.",일반어/일반어/일반어/전문어(음악)
2등급,죽,3,부사,고유어,,"「1」줄이나 금 따위를 곧게 내긋는 모양.
「2」여럿이 고르게 늘어서거나 가지런히 벌여 있는 모양.
「3」한 줄로 끊어지지 아니하고 이어지는 모양.
「4」종이나 천 따위를 한 가닥으로 단번에 찢거나 훑는 모양.
「5」물 따위를 단숨에 들이마시는 모양.
「6」입으로 아주 힘차게 빠는 소리. 또는 그 모양.
「7」거침없이 내리읽거나 외거나 말하는 모양.
「8」곧게 펴거나 벌리는 모양.
「9」소름이나 땀이 돋는 모양.
「10」넓은 범위로 눈길을 보내어 한눈에 훑어보는 모양.
「11」같은 상태로 계속되는 모양.",일반어/일반어/일반어/일반어/일반어/일반어/일반어/일반어/일반어/일반어/일반어
2등급,줄거리,0,명사,고유어,,"「1」잎이 다 떨어진 나뭇가지.
「2」사물의 군더더기를 다 떼어 버린 나머지의 골자.
「3」잎자루, 잎줄기, 잎맥을 통틀어 이르는 말.",일반어/일반어/전문어(식물)
2등급,줄넘기하다,0,동사,고유어,,"「1」두 사람이 기다란 줄의 양쪽 끝을 한쪽씩 잡고 커다란 원을 그리면서 돌리고 나머지 사람들은 그 속으로 차례대로 들어가서 뛰어넘는 놀이를 하다.
「2」양손으로 줄의 끝을 잡고 발 아래에서 머리 위로 돌리면서 그 줄을 뛰어넘는 운동을 하다.",일반어/전문어(체육)
2등급,줄다리기,0,명사,고유어,,"「1」여러 사람이 편을 갈라서, 굵은 밧줄을 마주 잡고 당겨서 승부를 겨루는 놀이.
「2」서로 지지 아니하려고 맞섬을 비유적으로 이르는 말.",전문어(민속)/일반어
2등급,줄짓다,0,동사,고유어,,"「1」줄을 이루다.
「2」어떤 일이 끊이지 아니하고 잇따라 계속되다.",일반어
2등급,줌,1,명사,고유어,,"「1」‘주먹「1」’의 준말.
「2」‘주먹「3」’의 준말.",일반어/일반어
2등급,중계,4,명사,한자어,中繼,"「1」중간에서 이어 줌.
「2」어느 방송국의 방송을 다른 방송국에서 연결하여 방송하는 일.
「3」극장, 경기장, 국회, 사건 현장 등 방송국 밖에서의 실황을 방송국이 중간에서 연결하여 방송하는 일.",일반어/전문어(매체)/전문어(매체)
2등급,중국,1,명사,한자어,中國,"「1」아시아 동부에 있는 나라. 황허강(黃河江)을 중심으로 고대 문명이 일어난 곳으로, 전설적인 삼황오제 시대를 시작으로 하나라ㆍ은나라ㆍ주나라ㆍ춘추 전국 시대ㆍ진(秦)나라ㆍ한나라ㆍ삼국 시대ㆍ진(晉)나라ㆍ남북조 시대ㆍ수나라ㆍ당나라ㆍ오대(五代)ㆍ송나라ㆍ원나라ㆍ명나라ㆍ청나라를 거쳐 1912년에 중화민국이 성립되었다. 그 뒤 1949년에 중국 공산당이 대륙을 장악하여 중국 본토에 중화 인민 공화국을 세우고, 국민 정부는 타이완으로 옮겼다. 광대한 영토에 농산물, 지하자원 따위의 각종 자원이 풍부하다.
「2」아시아 동북부에 있는 인민 공화국. 1949년에 마오쩌둥(毛澤東)이 이끄는 중국 공산당이 국민당을 몰아내고 중국 본토에 세운 국가이다. 매우 광대한 영토로, 신장(新疆)ㆍ내몽골 따위의 변방은 건조ㆍ사막 지대이고, 동부의 화베이(華北) 지방은 대륙성 기후 지역이며, 화중(華中)ㆍ화난(華南) 지방은 아열대 기후로 농업이 발달하였다. 근래에는 공업화가 진전되면서 급속한 경제 성장을 보이고 있다. 수도는 베이징, 면적은 959만 6961㎢.",전문어(지명)
2등급,중국인,0,명사,한자어,中國人,"「1」중국 국적을 가진 한족, 몽골족, 터키족, 티베트족, 그리고 만주족 따위를 통틀어 이르는 말.
「2」한족에 속하는 사람.",일반어/일반어
2등급,중단,4,명사,한자어,中斷,"「1」중도에서 끊어지거나 끊음.
「2」중도에서 끊어져 이제까지의 효력을 잃게 하는 일.",일반어/전문어(법률)
2등급,중단하다,0,동사,혼종어,中斷하다,"「1」중도에서 끊다.
「2」중도에서 끊어져 이제까지의 효력을 잃게 하다.",일반어/전문어(법률)
2등급,중독,0,명사,한자어,中毒,"「1」생체가 음식물이나 약물의 독성에 의하여 기능 장애를 일으키는 일.
「2」술이나 마약 따위를 지나치게 복용한 결과, 그것 없이는 견디지 못하는 병적 상태.
「3」어떤 사상이나 사물에 젖어 버려 정상적으로 사물을 판단할 수 없는 상태.",일반어
2등급,중독되다,0,동사,혼종어,中毒되다,"「1」생체가 음식물이나 약물의 독성에 의하여 기능 장애를 일으키게 되다.
「2」술이나 마약 따위를 지나치게 복용한 결과, 그것 없이는 견디지 못하는 병적 상태가 되다.
「3」어떤 사상이나 사물에 젖어 버려 정상적으로 사물을 판단할 수 없는 상태가 되다.",일반어/일반어/일반어
2등급,중반,3,명사,한자어,中盤,"「1」바둑, 장기, 운동 경기 따위에서, 대전이 본격적으로 진행되는 단계.
「2」어떤 일이나 일정한 기간의 중간 단계.",일반어/일반어
2등급,중심지,0,명사,한자어,中心地,어떤 일이나 활동의 중심이 되는 곳.,일반어
2등급,중앙,1,명사,한자어,中央,"「1」사방의 중심이 되는 한가운데.
「2」양쪽 끝에서 같은 거리에 있는 지점.
「3」중심이 되는 중요한 곳.
「4」지방에 상대하여 수도를 이르는 말.",일반어/일반어/일반어/일반어
2등급,중지하다,0,동사,혼종어,中止하다,하던 일을 중도에서 그만두다.,일반어
2등급,중학교,0,명사,한자어,中學校,"「1」초등학교와 고등학교 사이에 중등 보통 교육을 실시하기 위한 학교. 수업 연한은 3년으로, 의무 교육으로 실시한다.
「2」예전에, 고등 보통 교육과 전문 교육을 실시하던 중등학교. 수업 연한은 5~6년이다.",전문어(교육)
2등급,중학생,0,명사,한자어,中學生,중학교에 다니는 학생.,일반어
2등급,쥐구멍,0,명사,고유어,,"「1」쥐가 드나드는 구멍.
「2」몸을 숨길 만한 최소한의 장소를 비유적으로 이르는 말.",일반어/일반어
2등급,즉시,0,명사/부사,한자어,卽時,"[Ⅰ]어떤 일이 행하여지는 바로 그때.
[Ⅱ]어떤 일이 행하여지는 바로 그때에.",일반어/일반어
2등급,즙,0,명사,한자어,汁,"「1」물기가 들어 있는 물체에서 짜낸 액체.
「2」‘농축액’을 나타내는 말.",일반어/일반어
2등급,증명서,0,명사,한자어,證明書,어떤 사실을 증명하는 문서.,일반어
2등급,증명하다,0,동사,혼종어,證明하다,"「1」어떤 사항이나 판단 따위에 대하여 그것이 진실인지 아닌지 증거를 들어서 밝히다.
「2」어떤 명제나 판단 또는 진위를 정하는 근거를 표시하다. 어떤 명제나 판단의 참과 거짓을 근본 원리나 공리로부터 바른 추론에 의하여 밝혀낸다.
「3」국가나 공공 단체가 직권(職權)으로 어떤 사실을 공적으로 증명하다. 등기, 등록, 영수증 교부, 증명서 발급, 여권 발급 따위를 하는 것을 이른다.
「4」어떤 정리나 공리로부터 추론에 의하여 다른 명제의 옳고 그름을 밝히다.",일반어/전문어(철학)/전문어(법률)/전문어(수학)
2등급,증상,1,명사,한자어,症狀,병을 앓을 때 나타나는 여러 가지 상태나 모양.,일반어
2등급,증세,1,명사,한자어,症勢,병을 앓을 때 나타나는 여러 가지 상태나 모양.,일반어
2등급,증오,1,명사,한자어,憎惡,아주 사무치게 미워함. 또는 그런 마음.,일반어
2등급,증인,1,명사,한자어,證人,"「1」어떤 사실을 증명하는 사람.
「2」소송법에서, 법원 또는 법관에 대하여 소송 당사자가 아니면서 법원의 신문(訊問)에 대하여 자기가 경험한 사실을 진술하는 사람.
「3」보증하는 사람.",일반어/전문어(법률)/전문어(법률)
2등급,지게,1,명사,고유어,,"「1」짐을 얹어 사람이 등에 지는 우리나라 고유의 운반 기구. 두 개의 가지 돋친 장나무를, 위는 좁고 아래는 벌어지게 나란히 세우고 그 사이를 세장으로 가로질러 맞추고 아래위로 밀삐를 걸었다.
「2」물이나 땔감 따위를 ‘「1」’에 실어 그 분량을 세는 단위.",일반어
2등급,지극히,0,부사,혼종어,至極히,"「1」더할 수 없이 극진하게.
「2」더할 나위 없이 아주.",일반어/일반어
2등급,지긋지긋하다,0,형용사,고유어,,"「1」진저리가 나도록 몹시 싫고 괴롭다.
「2」몸에 소름이 끼치도록 몹시 잔인하다.",일반어/일반어
2등급,지난가을,0,명사,고유어,,바로 전에 지나간 가을.,일반어
2등급,지난겨울,0,명사,고유어,,바로 전에 지나간 겨울.,일반어
2등급,지난밤,0,명사,고유어,,바로 어젯밤.,일반어
2등급,지능,0,명사,한자어,知能,"「1」계산이나 문장 작성 따위의 지적 작업에서, 성취 정도에 따라 정하여지는 적응 능력. 지능 지수 따위로 수치화할 수 있다.
「2」지혜와 재능을 통틀어 이르는 말.
「3」새로운 대상이나 상황에 부딪혀 그 의미를 이해하고 합리적인 적응 방법을 알아내는 지적 활동의 능력.",일반어/일반어/전문어(심리)
2등급,지도,9,명사,한자어,指導,"「1」어떤 목적이나 방향으로 남을 가르쳐 이끎.
「2」교과의 학습 활동을 지도하는 일.
「3」학생들의 일상생활 활동을 지도하여 좋은 습관이나 태도를 기르는 일.
「4」유도에서, 금지된 기술 및 동작을 행할 때 받는 주의.",일반어/전문어(교육)/전문어(교육)/전문어(체육)
2등급,지도자,0,명사,한자어,指導者,남을 가르쳐 이끄는 사람.,일반어
2등급,지도하다,0,동사,혼종어,指導하다,어떤 목적이나 방향으로 남을 가르쳐 이끌다.,일반어
2등급,지독하다,0,형용사,혼종어,至毒하다,"「1」마음이 매우 앙칼지고 모질다.
「2」맛이나 냄새 따위가 해롭거나 참기 어려울 정도로 심하다.
「3」날씨나 기온 따위가 일정한 한계를 넘다.
「4」어떤 모양이나 상태 따위가 극에 달하다.
「5」병 따위가 더할 수 없을 정도로 심하다.
「6」의지나 마음이 매우 크고 강하다.",일반어
2등급,지문,5,명사,한자어,指紋,"손가락 끝마디 안쪽에 있는 살갗의 무늬. 또는 그것이 남긴 흔적. 사람마다 다르며 그 모양이 평생 변하지 아니하여 개인 식별, 범죄 수사의 단서, 인장 대용 등으로 사용된다.",일반어
2등급,지배,1,명사,한자어,支配,"「1」어떤 사람이나 집단, 조직, 사물 등을 자기의 의사대로 복종하게 하여 다스림.
「2」외부의 요인이 사람의 생각이나 행동에 적극적으로 영향을 미침.
「3」구나 문장 안에서, 어떤 단어가 관계하는 다른 단어에 대하여 특정한 형태를 갖추도록 요구하는 일. 또는 그런 문법 관계.",일반어/일반어/전문어(언어)
2등급,지배하다,1,동사,혼종어,支配하다,"「1」어떤 사람이나 집단, 조직, 사물 등을 자기의 의사대로 복종하게 하여 다스리다.
「2」외부의 요인이 사람의 생각이나 행동에 적극적으로 영향을 미치다.
「3」구나 문장 안에서, 어떤 단어가 관계하는 다른 단어에 대하여 특정한 형태를 갖추도록 요구하다.",일반어/일반어/전문어(언어)
2등급,지상,1,명사,한자어,地上,"「1」땅의 위.
「2」이 세상. 현실 세계를 이른다.",일반어/일반어
2등급,지속되다,0,동사,혼종어,持續되다,어떤 상태가 오래 계속되다.,일반어
2등급,지속적,0,명사/관형사,한자어,持續的,"[Ⅰ]어떤 상태가 오래 계속되는 것.
[Ⅱ]어떤 상태가 오래 계속되는.",일반어/일반어
2등급,지속하다,0,동사,혼종어,持續하다,어떤 상태를 오래 계속하다.,일반어
2등급,지시하다,0,동사,혼종어,指示하다,"「1」가리켜 보게 하다.
「2」일러서 시키다.",일반어/일반어
2등급,지식인,0,명사,한자어,知識人,일정한 수준의 지식과 교양을 갖춘 사람. 또는 지식층에 속하는 사람.,일반어
2등급,지역,2,명사,한자어,地域,"「1」일정하게 구획된 어느 범위의 토지.
「2」전체 사회를 어떤 특징으로 나눈 일정한 공간 영역.
「3」구기 경기에서, 경기자가 맡고 있는 일정한 구간.",일반어/일반어/전문어(체육)
2등급,지원하다,1,동사,혼종어,支援하다,지지하여 돕다.,일반어
2등급,지위,3,명사,한자어,地位,"「1」개인의 사회적 신분에 따르는 위치나 자리.
「2」어떤 사물이 차지하는 자리나 위치.",일반어/일반어
2등급,지읒,0,명사,고유어,,한글 자모 ‘ㅈ’의 이름.,전문어(언어)
2등급,지장,2,명사,한자어,支障,일하는 데 거치적거리거나 방해가 되는 장애.,일반어
2등급,지적,5,명사,한자어,指摘,"「1」꼭 집어서 가리킴.
「2」허물 따위를 드러내어 폭로함.",일반어/일반어
2등급,지적하다,0,동사,혼종어,指摘하다,"「1」꼭 집어서 가리키다.
「2」허물 따위를 드러내어 폭로하다.",일반어/일반어
2등급,지지다,0,동사,고유어,,"「1」국물을 조금 붓고 끓여서 익히다.
「2」불에 달군 판에 기름을 바르고 전 따위를 부쳐 익히다.
「3」불에 달군 물건을 다른 물체에 대어 약간 태우거나 눋게 하다.
「4」열을 내는 것에 대어 찜질을 하다.",일반어/일반어/일반어/일반어
2등급,지지하다,3,동사,혼종어,支持하다,"「1」어떤 사람이나 단체 따위의 주의ㆍ정책ㆍ의견 따위에 찬동하여 이를 위하여 힘을 쓰다.
「2」무거운 물건을 받치거나 버티다.
「3」주가 하락이 매입 세력에 의하여 어느 선에서 더 이상 계속되지 아니하다.",일반어/일반어/전문어(경제)
2등급,지휘,0,명사,한자어,指揮/指麾,"「1」목적을 효과적으로 이루기 위하여 단체의 행동을 통솔함.
「2」합창ㆍ합주 따위에서, 많은 사람의 노래나 연주가 예술적으로 조화를 이루도록 앞에서 이끄는 일. 주로 손이나 몸동작으로 지시한다.
「3」손님이 요릿집을 예약하면서, 기생을 불러오도록 지시하는 일을 속되게 이르는 말.",일반어/전문어(음악)/일반어
2등급,지휘하다,0,동사,혼종어,指揮하다/指麾하다,"「1」목적을 효과적으로 이루기 위하여 단체의 행동을 통솔하다.
「2」합창ㆍ합주 따위에서, 많은 사람의 노래나 연주가 예술적으로 조화를 이루도록 앞에서 이끌다. 주로 손이나 몸동작으로 지시한다.",일반어/전문어(음악)
2등급,직원,3,명사,한자어,職員,일정한 직장에 근무하는 사람을 통틀어 이르는 말.,일반어
2등급,직장,5,명사,한자어,職場,"「1」사람들이 일정한 직업을 가지고 일하는 곳.
「2」생계를 꾸려 나갈 수 있는 수단으로서의 직업.",일반어/일반어
2등급,직전,2,명사,한자어,直前,어떤 일이 일어나기 바로 전.,일반어
2등급,직접적,0,명사/관형사,한자어,直接的,"[Ⅰ]「1」중간에 제삼자나 매개물이 없이 바로 연결되는 것.
[Ⅰ]「2」아직 반성을 포함하지 아니한 채, 매개가 없는 상태에서 자신을 긍정하고 있는 것. 헤겔 철학의 용어이다.
[Ⅱ]「1」중간에 제삼자나 매개물이 없이 바로 연결되는.
[Ⅱ]「2」아직 반성을 포함하지 아니한 채, 매개가 없는 상태에서 자신을 긍정하고 있는. 헤겔 철학의 용어이다.",일반어/전문어(철학)/일반어/전문어(철학)
2등급,진공청소기,0,명사,한자어,眞空淸掃機,전동기를 이용한 흡인력으로 티끌과 먼지를 빨아들여 청소하는 기구.,일반어
2등급,진단,2,명사,한자어,診斷,의사가 환자의 병 상태를 판단하는 일.,전문어(의학)
2등급,진도,6,명사,한자어,進度,"「1」일이 진행되는 속도나 정도.
「2」학과의 진행 속도나 정도.",일반어/전문어(교육)
