순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급
899,달라지다,동,동사,動詞,,B
3916,달래다,동,동사,動詞,,C
763,달러,"명, 의","명사, 의존 명사","名詞, 依存名詞",dollar,A
1805,달려가다,동,동사,動詞,,B
4882,달려들다,동,동사,動詞,,C
2593,달려오다,동,동사,動詞,,B
5088,달력,명,명사,名詞,-曆,A
703,달리,부,부사,副詞,,C
4050,달리기,명,명사,名詞,,C
867,달리다,동,동사,動詞,"문에 종이 ~, 말을 ~",B
4594,달리하다,동,동사,動詞,,C
6036,달빛,명,명사,名詞,,B
2710,달아나다,동,동사,動詞,,B
2857,닭,명,명사,名詞,,A
7478,닭고기,명,명사,名詞,,A
2211,닮다,동,동사,動詞,,B
5739,담,명,명사,名詞,~을 쌓다,C
2920,담그다,동,동사,動詞,,B
1616,담기다,동,동사,動詞,담다,B
609,담다,동,동사,動詞,넣다,B
2057,담당,명,명사,名詞,擔當,C
4988,담당자,명,명사,名詞,擔當者,C
2496,담당하다,동,동사,動詞,擔當-,B
679,담배,명,명사,名詞,,A
9089,담요,명,명사,名詞,,B
2858,담임,명,명사,名詞,擔任,B
4191,답,명,명사,名詞,答,C
2618,답답하다,형,형용사,形容詞,,B
4989,답변,명,명사,名詞,答辯,C
7738,답장,명,명사,名詞,答狀,B
3228,답하다,동,동사,動詞,答-,B
14205,닷새,명,명사,名詞,,B
3312,당근,명,명사,名詞,,B
3140,당기다,동,동사,動詞,,B
3401,당당하다,형,형용사,形容詞,堂堂-,C
6038,당분간,부,부사,副詞,當分間,C
271,당시,명,명사,名詞,當時,C
217,당신,대,대명사,代名詞,當身,B
1311,당연하다,형,형용사,形容詞,當然-,B
2567,당연히,부,부사,副詞,當然-,B
1320,당장,명,명사,名詞,當場,B
675,당하다,동,동사,動詞,當-,C
2619,당황하다,동,동사,動詞,唐慌-,B
1434,닿다,동,동사,動詞,,B
527,대,"의, 명","의존 명사, 명사","依存名詞, 名詞","담배 한 ~, 줄기, 代, 對. 개인 ~ 개인, 臺",B
3229,대가,명,명사,名詞,代價,C
6770,대강,부,부사,副詞,大綱,C
1709,대개,"명, 부","명사, 부사","名詞, 副詞",大槪,C
,대구,고,고유 명사,固有名詞,大邱,B
1878,대규모,명,명사,名詞,大規模,C
2174,대기,명,명사,名詞,大氣,C
2406,대기업,명,명사,名詞,大企業,B
5337,대기하다,동,동사,動詞,待機-,C
5092,대낮,명,명사,名詞,,C
724,대다,동,동사,動詞,귀에 ~,C
3683,대다수,명,명사,名詞,大多數,C
2248,대단하다,형,형용사,形容詞,,B
2249,대단히,부,부사,副詞,,B
1453,대답,명,명사,名詞,對答,A
1096,대답하다,동,동사,動詞,對答-,A
4051,대도시,명,명사,名詞,大都市,B
5195,대략,부,부사,副詞,大略,C
2795,대량,명,명사,名詞,大量,C
569,대로,의,의존 명사,依存名詞,,C
2995,대륙,명,명사,名詞,大陸,C
2333,대문,명,명사,名詞,大門,B
391,대부분,명,명사,名詞,大部分,B
4990,대비,명,명사,名詞,對備,C
2568,대비하다,동,동사,動詞,對備-,C
4193,대사,명,명사,名詞,"大使, 臺詞",C
5883,대사관,명,명사,名詞,大使館,A
8710,대상자,명,명사,名詞,對象者,C
655,대신,명,명사,名詞,代身,B
3032,대신하다,동,동사,動詞,代身-,C
8342,대여섯,관,관형사,冠形詞,,C
2038,대응,명,명사,名詞,對應,C
2407,대응하다,동,동사,動詞,對應-,C
8043,대입,명,명사,名詞,大入,C
,대전,고,고유 명사,固有名詞,大田,B
5339,대접,명,명사,名詞,待接,C
6387,대접하다,동,동사,動詞,待接-,C
808,대중,명,명사,名詞,大衆,B
9527,대중교통,명,명사,名詞,大衆交通,B
2439,대중문화,명,명사,名詞,大衆文化,B
11691,대중적,명,명사,名詞,大衆的,C
744,대책,명,명사,名詞,對策,C
3981,대처하다,동,동사,動詞,對處-,C
4991,대체,부,부사,副詞,大體,C
1685,대체로,부,부사,副詞,大體-,C
2954,대출,명,명사,名詞,貸出,C
2824,대충,부,부사,副詞,,C
128,대통령,명,명사,名詞,大統領,B
482,대표,명,명사,名詞,代表,B
1760,대표적,명,명사,名詞,代表的,B
4415,대표하다,동,동사,動詞,代表-,C
24,대하다,동,동사,動詞,對-,B
261,대학,명,명사,名詞,大學,A
4416,대학교,명,명사,名詞,大學校,A
7487,대학교수,명,명사,名詞,大學敎授,B
,대학로,고,고유 명사,固有名詞,大學路,C
1944,대학생,명,명사,名詞,大學生,A
3268,대학원,명,명사,名詞,大學院,B
,대한민국,고,고유 명사,固有名詞,大韓民國,B
3183,대합실,명,명사,名詞,待合室,C
1589,대형,명,명사,名詞,大型,C
699,대화,명,명사,名詞,對話,A
8044,대화하다,동,동사,動詞,對話-,B
485,대회,명,명사,名詞,大會,B
1867,댁,명,명사,名詞,宅,A
3402,댐,명,명사,名詞,dam,C
46,더,부,부사,副詞,,A
1473,더구나,부,부사,副詞,,B
7211,더더욱,부,부사,副詞,,C
9095,더러워지다,동,동사,動詞,,C
3269,더럽다,형,형용사,形容詞,,B
1293,더불다,동,동사,動詞,,C
273,더욱,부,부사,副詞,,C
4992,더욱더,부,부사,副詞,,C
2334,더욱이,부,부사,副詞,,C
3230,더위,명,명사,名詞,,B
1791,더하다,동,동사,動詞,,B
2955,덕,명,명사,名詞,德,C
2892,덕분,명,명사,名詞,德分,B
,덕수궁,고,고유 명사,固有名詞,德壽宮,B
621,던지다,동,동사,動詞,,B
2154,덜,부,부사,副詞,,B
3313,덜다,동,동사,動詞,,C
2678,덥다,형,형용사,形容詞,,A
2110,덧붙이다,동,동사,動詞,,C
3403,덩어리,명,명사,名詞,,C
2193,덮다,동,동사,動詞,,B
5198,덮이다,동,동사,動詞,,C
62,데,의,의존 명사,依存名詞,,B
5094,데려가다,동,동사,動詞,,B
9529,데려오다,동,동사,動詞,,B
1167,데리다,동,동사,動詞,,B
9101,데우다,동,동사,動詞,,C
5598,데이트,명,명사,名詞,date,C
1198,도,"의, 명","의존 명사, 명사","依存名詞, 名詞","度, 道. ~를 깨치다, 道. 전국 각 ~",C
2408,도구,명,명사,名詞,道具,B
3270,도달하다,동,동사,動詞,到達-,C
1158,도대체,부,부사,副詞,都大體,C
3861,도덕,명,명사,名詞,道德,C
4052,도둑,명,명사,名詞,,B
1773,도로,"부, 명","부사, 명사","副詞, 名詞",道路,B
5199,도리어,부,부사,副詞,,C
8045,도마,명,명사,名詞,,C
6572,도망,명,명사,名詞,逃亡,C
6210,도망가다,동,동사,動詞,逃亡-,B
4195,도망치다,동,동사,動詞,逃亡-,C
1732,도서관,명,명사,名詞,圖書館,A
423,도시,명,명사,名詞,都市,A
3633,도시락,명,명사,名詞,,B
4993,도심,명,명사,名詞,都心,C
2194,도와주다,동,동사,動詞,,A
714,도움,명,명사,名詞,,B
6042,도움말,명,명사,名詞,,C
2195,도입,명,명사,名詞,導入,C
5095,도자기,명,명사,名詞,陶瓷器,B
12423,도장,명,명사,名詞,圖章,C
2548,도저히,부,부사,副詞,到底-,C
4054,도전,명,명사,名詞,挑戰,C
2859,도중,명,명사,名詞,途中,B
9103,도착,명,명사,名詞,到着,A
1305,도착하다,동,동사,動詞,到着-,A
,도쿄(동경),고,고유 명사,固有名詞,東京,B
16709,독감,명,명사,名詞,毒感,C
2175,독립,명,명사,名詞,獨立,C
6775,독립하다,동,동사,動詞,獨立-,C
4196,독서,명,명사,名詞,讀書,B
,독일,고,고유 명사,固有名詞,獨逸,A
13235,독일어,명,명사,名詞,獨逸語,B
5886,독창적,명,명사,名詞,獨創的,C
1398,독특하다,형,형용사,形容詞,獨特-,C
6212,독하다,형,형용사,形容詞,毒-,C
140,돈,명,명사,名詞,,A
1375,돌,명,명사,名詞,~멩이,B
927,돌다,동,동사,動詞,,B
6776,돌려주다,동,동사,動詞,,B
505,돌리다,동,동사,動詞,팽이를 ~,B
5096,돌멩이,명,명사,名詞,,C
2956,돌보다,동,동사,動詞,,B
519,돌아가다,동,동사,動詞,,A
3348,돌아다니다,동,동사,動詞,,C
2176,돌아보다,동,동사,動詞,,B
2825,돌아서다,동,동사,動詞,,B
377,돌아오다,동,동사,動詞,,A
1109,돕다,동,동사,動詞,,A
1879,동,"관, 의","관형사, 의존 명사","冠形詞, 依存名詞","同, 棟",C
8718,동그라미,명,명사,名詞,,C
9105,동그랗다,형,형용사,形容詞,,C
2232,동기,명,명사,名詞,"同期, 動機",B
793,동네,명,명사,名詞,洞-,B
,동대문,고,고유 명사,固有名詞,東大門,B
,동대문시장,고,고유 명사,固有名詞,東大門市場,B
1774,동료,명,명사,名詞,同僚,C
1294,동물,명,명사,名詞,動物,A
12428,동물원,명,명사,名詞,動物園,B
3862,동부,명,명사,名詞,東部,C
602,동생,명,명사,名詞,,A
5742,동서,명,명사,名詞,東西,C
14242,동서남북,명,명사,名詞,東西南北,C
529,동시,명,명사,名詞,同時,B
3920,동아리,명,명사,名詞,,B
214,동안,명,명사,名詞,시간의 길이,A
3111,동양,명,명사,名詞,東洋,B
15425,동양인,명,명사,名詞,東洋人,C
3737,동의,명,명사,名詞,同意,C
4198,동의하다,동,동사,動詞,同意-,C
2620,동일하다,형,형용사,形容詞,同一-,C
1815,동작,명,명사,名詞,動作,C
4503,동전,명,명사,名詞,銅錢,B
2569,동쪽,명,명사,名詞,東-,A
5341,동창,명,명사,名詞,同窓,B
3112,동포,명,명사,名詞,同胞,C
2796,동행,명,명사,名詞,同行,C
2826,동화,명,명사,名詞,童話,B
8050,동화책,명,명사,名詞,童話冊,C
2893,돼지,명,명사,名詞,,A
4418,돼지고기,명,명사,名詞,,A
2996,되게,부,부사,副詞,,B
5,되다,동,동사,動詞,어른이 ~,A
4685,되돌리다,동,동사,動詞,,C
5602,되돌아가다,동,동사,動詞,,C
8349,되돌아보다,동,동사,動詞,,C
5098,되돌아오다,동,동사,動詞,,C
6045,되살리다,동,동사,動詞,,C
3231,되찾다,동,동사,動詞,,C
5887,되풀이되다,동,동사,動詞,,C
3523,되풀이하다,동,동사,動詞,,C
4994,된장,명,명사,名詞,-醬,B
10482,된장찌개,명,명사,名詞,-醬-,B
63,두,관,관형사,冠形詞,,A
2827,두껍다,형,형용사,形容詞,,B
5099,두께,명,명사,名詞,,C
3404,두뇌,명,명사,名詞,頭腦,C
266,두다,"동, 보","동사, 보조 용언","動詞, 補助用言",,B
2860,두드러지다,형,형용사,形容詞,,C
2894,두드리다,동,동사,動詞,,B
3466,두려움,명,명사,名詞,,C
4419,두려워하다,동,동사,動詞,,C
3034,두렵다,형,형용사,形容詞,,C
2077,두르다,동,동사,動詞,,C
5342,두리번거리다,동,동사,動詞,,C
5603,두부,명,명사,名詞,豆腐,B
5473,두세,관,관형사,冠形詞,,B
4505,두어,관,관형사,冠形詞,,C
6394,두통,명,명사,名詞,頭痛,B
575,둘,수,수사,数詞,,A
2594,둘러보다,동,동사,動詞,,B
1850,둘러싸다,동,동사,動詞,,C
4995,둘러싸이다,동,동사,動詞,,C
1660,둘째,"수, 관","수사, 관형사","数詞, 冠形詞",,A
2155,둥글다,형,형용사,形容詞,,B
2497,둥지,명,명사,名詞,,C
87,뒤,명,명사,名詞,,A
3271,뒤늦다,형,형용사,形容詞,,C
2997,뒤따르다,동,동사,動詞,,C
3272,뒤지다,동,동사,動詞,가방을 ~,C
2957,뒤집다,동,동사,動詞,,B
5100,뒤쪽,명,명사,名詞,,B
6989,뒤편,명,명사,名詞,-便,C
9992,뒷골목,명,명사,名詞,,C
3863,뒷모습,명,명사,名詞,,C
7497,뒷문,명,명사,名詞,-門,C
6046,뒷산,명,명사,名詞,-山,B
2078,드디어,부,부사,副詞,,C
1237,드라마,명,명사,名詞,drama,B
598,드러나다,동,동사,動詞,,C
830,드리다,"동, 보","동사, 보조 용언","動詞, 補助用言","인사를 ~, 도와 ~",A
1960,드물다,형,형용사,形容詞,,C
88,듣다,동,동사,動詞,소리를 ~,A
2797,들,명,명사,名詞,,B
91,들다,"보, 동","보조 용언, 동사","補助用言, 動詞","따지고 ~, 여관에 ~, 꽃을 ~",A
1733,들려오다,동,동사,動詞,,B
4337,들려주다,동,동사,動詞,,B
1961,들르다,동,동사,動詞,,B
866,들리다,동,동사,動詞,소리가 ~,B
158,들어가다,동,동사,動詞,,A
646,들어서다,동,동사,動詞,,B
256,들어오다,동,동사,動詞,,A
9994,들어주다,동,동사,動詞,,C
5743,들여놓다,동,동사,動詞,,C
1739,들여다보다,동,동사,動詞,,B
1515,들이다,동,동사,動詞,'들다'의 사동사,C
6779,들이마시다,동,동사,動詞,숨을 ~,C
5604,들이켜다,동,동사,動詞,,C
337,듯,의,의존 명사,依存名詞,,C
3685,듯싶다,보,보조 용언,補助用言,,C
989,듯이,의,의존 명사,依存名詞,,B
347,듯하다,보,보조 용언,補助用言,,C
18,등,"명, 의","명사, 의존 명사","名詞, 依存名詞","신체의 일부, 等. 1~, 等",B
3349,등등,의,의존 명사,依存名詞,等等,C
3273,등록,명,명사,名詞,登錄,B
7221,등록금,명,명사,名詞,登錄金,B
4268,등록증,명,명사,名詞,登錄證,C
9537,등록하다,동,동사,動詞,登錄-,C
4996,등산,명,명사,名詞,登山,A
8355,등산로,명,명사,名詞,登山路,B
3035,등장,명,명사,名詞,登場,C
987,등장하다,동,동사,動詞,登場-,C
3274,디스크,명,명사,名詞,disk,C
9995,디자이너,명,명사,名詞,designer,B
3036,디자인,명,명사,名詞,design,B
26587,따님,명,명사,名詞,,C
1590,따다,동,동사,動詞,떼다,B
1312,따뜻하다,형,형용사,形容詞,,A
2468,따라가다,동,동사,動詞,,B
5605,따라다니다,동,동사,動詞,,C
268,따라서,부,부사,副詞,,C
3921,따라오다,동,동사,動詞,,B
1313,따로,부,부사,副詞,,B
9996,따로따로,부,부사,副詞,,C
51,따르다,동,동사,動詞,"뒤를 ~, 물을 ~",B
5744,따스하다,형,형용사,形容詞,,C
1851,딱,부,부사,副詞,"멎는 모양, 바라진 모양",B
4200,딱딱하다,형,형용사,形容詞,굳다,C
2111,딴,관,관형사,冠形詞,~ 일,B
625,딸,명,명사,名詞,,A
8053,딸기,명,명사,名詞,,A
7500,딸아이,명,명사,名詞,,C
1399,땀,명,명사,名詞,,B
321,땅,명,명사,名詞,,B
8054,땅바닥,명,명사,名詞,,C
4201,땅속,명,명사,名詞,,C
6215,땅콩,명,명사,名詞,,B
19,때,명,명사,名詞,"시간, 더러운 물질",A
7749,때때로,부,부사,副詞,,B
1353,때로,부,부사,副詞,,C
1686,때리다,동,동사,動詞,,C
31,때문,의,의존 명사,依存名詞,,A
6047,땜,의,의존 명사,依存名詞,때문,B
5889,떠나가다,동,동사,動詞,,C
327,떠나다,동,동사,動詞,,A
8727,떠나오다,동,동사,動詞,,C
2765,떠들다,동,동사,動詞,말하다,B
5890,떠들썩하다,형,형용사,形容詞,떠들다,C
1042,떠오르다,동,동사,動詞,,B
1749,떠올리다,동,동사,動詞,,B
1443,떡,명,명사,名詞,,A
18402,떡국,명,명사,名詞,,C
13255,떡볶이,명,명사,名詞,,B
1271,떨다,동,동사,動詞,,B
2570,떨리다,동,동사,動詞,흔들리다,B
2621,떨어뜨리다,동,동사,動詞,,B
299,떨어지다,동,동사,動詞,,B
2798,떼,명,명사,名詞,양 ~,C
1070,떼다,동,동사,動詞,,B
40,또,부,부사,副詞,,A
250,또는,부,부사,副詞,,B
2177,또다시,부,부사,副詞,,B
248,또한,부,부사,副詞,,B
1376,똑같다,형,형용사,形容詞,,A
2622,똑같이,부,부사,副詞,,B
3864,똑똑하다,형,형용사,形容詞,,B
5201,똑바로,부,부사,副詞,,A
4338,뚜껑,명,명사,名詞,,B
3113,뚫다,동,동사,動詞,,C
11721,뚱뚱하다,형,형용사,形容詞,,B
9541,뛰놀다,동,동사,動詞,,C
1626,뛰다,동,동사,動詞,"심장이 ~, 빨리 나아가다",A
4598,뛰어가다,동,동사,動詞,,C
9998,뛰어나가다,동,동사,動詞,,B
1661,뛰어나다,형,형용사,形容詞,,C
9114,뛰어나오다,동,동사,動詞,,C
6399,뛰어내리다,동,동사,動詞,,C
3315,뛰어넘다,동,동사,動詞,,C
9999,뛰어놀다,동,동사,動詞,,C
7224,뛰어다니다,동,동사,動詞,,B
2280,뛰어들다,동,동사,動詞,,B
9542,뛰어오다,동,동사,動詞,,B
6780,뛰어오르다,동,동사,動詞,,C
1178,뜨겁다,형,형용사,形容詞,,A
1389,뜨다,동,동사,動詞,"솟아오르다, 떠나다, 눈을 ~",B
3634,뜯다,동,동사,動詞,,C
6218,뜰,명,명사,名詞,,C
296,뜻,명,명사,名詞,,B
5891,뜻대로,부,부사,副詞,,C
4420,뜻밖,명,명사,名詞,,C
6219,뜻밖에,부,부사,副詞,,C
1816,뜻하다,동,동사,動詞,,C
1792,띄다,동,동사,動詞,눈에 ~,C
4687,띄우다,동,동사,動詞,배를 ~,C
1571,라디오,명,명사,名詞,radio,A
2623,라면,명,명사,名詞,&일ramen,A
5606,라운드,명,명사,名詞,round,C
10002,라이벌,명,명사,名詞,rival,C
6781,라이터,명,명사,名詞,lighter,B
5202,라인,명,명사,名詞,line,C
9544,라켓,명,명사,名詞,racket,C
,러시아,고,고유 명사,固有名詞,Russia,A
,런던,고,고유 명사,固有名詞,London,B
7503,레몬,명,명사,名詞,lemon,B
5892,레스토랑,명,명사,名詞,&프restaurant,B
8731,레이저,명,명사,名詞,laser,C
9115,레저,명,명사,名詞,leisure,C
5203,렌즈,명,명사,名詞,lens,B
5893,로봇,명,명사,名詞,robot,C
9116,로터리,명,명사,名詞,rotary,C
3525,리,의,의존 명사,依存名詞,里,C
3802,리그,명,명사,名詞,league,C
2998,리듬,명,명사,名詞,rhythm,B
9546,리터,의,의존 명사,依存名詞,liter,C
2571,마구,부,부사,副詞,,B
3316,마누라,명,명사,名詞,,C
1740,마늘,명,명사,名詞,,B
1617,마당,"명, 의","명사, 의존 명사","名詞, 依存名詞",,C
3037,마디,명,명사,名詞,,C
2799,마땅하다,형,형용사,形容詞,,C
7756,마라톤,명,명사,名詞,marathon,C
1572,마련,"의, 명","의존 명사, 명사","依存名詞, 名詞",,C
2440,마련되다,동,동사,動詞,,B
833,마련하다,동,동사,動詞,,B
2441,마루,명,명사,名詞,~를 닦다,B
1649,마르다,동,동사,動詞,,B
1168,마리,의,의존 명사,依存名詞,,A
3740,마무리,명,명사,名詞,,C
8358,마사지,명,명사,名詞,massage,B
365,마시다,동,동사,動詞,,A
4508,마약,명,명사,名詞,痲藥,C
9547,마요네즈,명,명사,名詞,&프mayonnaise,C
480,마을,명,명사,名詞,,B
148,마음,명,명사,名詞,,A
5608,마음가짐,명,명사,名詞,,C
4789,마음껏,부,부사,副詞,,C
2921,마음대로,부,부사,副詞,,B
4339,마음먹다,동,동사,動詞,,C
2212,마음속,명,명사,名詞,,B
7225,마음씨,명,명사,名詞,,C
3803,마이크,명,명사,名詞,mike,C
2250,마주,부,부사,副詞,,B
3741,마주치다,동,동사,動詞,,C
8736,마중,명,명사,名詞,,B
626,마지막,명,명사,名詞,,A
545,마찬가지,명,명사,名詞,,B
4997,마찰,명,명사,名詞,摩擦,C
580,마치,부,부사,副詞,,B
711,마치다,동,동사,動詞,,B
2265,마침,부,부사,副詞,,B
1507,마침내,부,부사,副詞,,B
4998,마크,명,명사,名詞,mark,C
9548,마흔,수,수사,数詞,,A
1159,막,부,부사,副詞,"바로 지금, 마구",B
4421,막걸리,명,명사,名詞,,C
4269,막내,명,명사,名詞,,B
700,막다,동,동사,動詞,,B
3742,막상,부,부사,副詞,,C
1344,막히다,동,동사,動詞,,B
811,만,"의, 관, 수","의존 명사, 관형사, 수사","依存名詞, 冠形詞, 数詞","십 년 ~에, 화를 낼 ~도 하다, 萬, 滿. ~ 3개월",A
166,만나다,동,동사,動詞,,A
2572,만남,명,명사,名詞,,B
16774,만두,명,명사,名詞,饅頭,B
61,만들다,동,동사,動詞,,A
1071,만들어지다,동,동사,動詞,,B
3866,만만하다,형,형용사,形容詞,대적할 만함,C
9549,만세,명,명사,名詞,萬歲,C
1134,만약,명,명사,名詞,萬若,B
1761,만일,명,명사,名詞,萬一,B
5896,만점,명,명사,名詞,滿點,C
4999,만족,명,명사,名詞,滿足,C
7505,만족스럽다,형,형용사,形容詞,滿足-,C
3804,만족하다,"동, 형","동사, 형용사","動詞, 形容詞",滿足-,B
2522,만지다,동,동사,動詞,,B
440,만큼,의,의존 명사,依存名詞,,B
451,만하다,보,보조 용언,補助用言,,C
2059,만화,명,명사,名詞,漫畵,B
9551,만화가,명,명사,名詞,漫畵家,C
43,많다,형,형용사,形容詞,,A
2381,많아지다,동,동사,動詞,,B
98,많이,부,부사,副詞,,A
28,말,"명, 의","명사, 의존 명사","名詞, 依存名詞","~과 글, 동물, 末",A
3144,말기,명,명사,名詞,末期,C
161,말다,"동, 보","동사, 보조 용언","動詞, 補助用言","감다, 그만두다",A
3232,말리다,동,동사,動詞,"싸움을 ~, 빨래를 ~",C
812,말씀,명,명사,名詞,,A
3184,말씀드리다,동,동사,動詞,,B
1381,말씀하다,동,동사,動詞,,A
3145,말없이,부,부사,副詞,,C
5746,말투,명,명사,名詞,-套,C
32,말하다,동,동사,動詞,,A
1077,맑다,형,형용사,形容詞,,A
3923,맘,명,명사,名詞,마음,C
9552,맘대로,부,부사,副詞,마음대로,C
390,맛,명,명사,名詞,,A
3275,맛보다,동,동사,動詞,,C
15475,맛없다,형,형용사,形容詞,,A
1020,맛있다,형,형용사,形容詞,,A
3467,망설이다,동,동사,動詞,,C
4888,망원경,명,명사,名詞,望遠鏡,C
5000,망치다,동,동사,動詞,,C
3146,망하다,동,동사,動詞,亡-,C
378,맞다,동,동사,動詞,"답이 ~, 손님을 ~, 매를 ~",B
2828,맞서다,동,동사,動詞,,B
5344,맞은편,명,명사,名詞,-便,B
3317,맞이하다,동,동사,動詞,,C
694,맞추다,동,동사,動詞,,B
1516,맡기다,동,동사,動詞,,B
633,맡다,동,동사,動詞,"담임을 ~, 냄새를 ~",B
5476,매,명,명사,名詞,~를 맞다,C
4690,매너,명,명사,名詞,manner,C
2767,매년,부,부사,副詞,每年,B
3982,매다,동,동사,動詞,끈을 ~,B
5897,매달,부,부사,副詞,每-,C
6994,매달다,동,동사,動詞,,C
1962,매달리다,동,동사,動詞,,C
2409,매력,명,명사,名詞,魅力,B
10013,매번,부,부사,副詞,每番,C
7759,매스컴,명,명사,名詞,mass communication,C
393,매우,부,부사,副詞,,A
1272,매일,"부, 명","부사, 명사","副詞, 名詞",每日,A
3185,매장,명,명사,名詞,賣場,C
6995,매주,부,부사,副詞,每週,C
1345,매체,명,명사,名詞,媒體,C
2861,맥주,명,명사,名詞,麥酒,A
1750,맨,관,관형사,冠形詞,,B
6050,맵다,형,형용사,形容詞,,A
1674,맺다,동,동사,動詞,,C
288,머리,명,명사,名詞,,A
9554,머리말,명,명사,名詞,,C
3983,머리카락,명,명사,名詞,,B
5610,머리칼,명,명사,名詞,,C
2178,머릿속,명,명사,名詞,,B
2094,머무르다,동,동사,動詞,,B
2469,머물다,동,동사,動詞,,C
5478,먹고살다,동,동사,動詞,,C
70,먹다,"동, 보","동사, 보조 용언","動詞, 補助用言","귀를 ~, 잊어 ~, 밥을 ~",A
3686,먹이,명,명사,名詞,,C
2060,먹이다,동,동사,動詞,,B
8361,먹히다,동,동사,動詞,,B
283,먼저,부,부사,副詞,,A
2958,먼지,명,명사,名詞,,B
718,멀다,형,형용사,形容詞,갈 길이 ~,A
997,멀리,부,부사,副詞,,B
3186,멀어지다,동,동사,動詞,,B
1418,멈추다,동,동사,動詞,,B
5346,멋,명,명사,名詞,,B
5206,멋있다,형,형용사,形容詞,,B
3350,멋지다,형,형용사,形容詞,,C
32365,멍멍,부,부사,副詞,,C
5479,멎다,동,동사,動詞,,C
5002,메뉴,명,명사,名詞,menu,A
6051,메다,동,동사,動詞,총을 ~,B
7231,메모,명,명사,名詞,memo,B
3526,메시지,명,명사,名詞,message,B
3805,메우다,동,동사,動詞,'메다'의 사동사,C
23197,메일,명,명사,名詞,mail,B
2923,며느리,명,명사,名詞,,B
1021,며칠,명,명사,名詞,,A
643,면,명,명사,名詞,"面. 행정 단위, 面. 양쪽 ~, 綿",C
5481,면담,명,명사,名詞,面談,C
3806,면적,명,명사,名詞,面積,C
9555,면접,명,명사,名詞,面接,C
3527,면하다,동,동사,動詞,免-,C
5207,멸치,명,명사,名詞,,C
77,명,의,의존 명사,依存名詞,名. 한 ~,A
6222,명단,명,명사,名詞,名單,C
2311,명령,명,명사,名詞,命令,B
5748,명령어,명,명사,名詞,命令語,C
2470,명예,명,명사,名詞,名譽,C
3578,명의,명,명사,名詞,名義,C
3926,명절,명,명사,名詞,名節,B
3187,명칭,명,명사,名詞,名稱,C
9557,명함,명,명사,名詞,名銜,B
3984,명확하다,형,형용사,形容詞,明確-,C
186,몇,"수, 관","수사, 관형사","数詞, 冠形詞",,A
2112,몇몇,관,관형사,冠形詞,,B
7234,몇십,관,관형사,冠形詞,,B
2095,모,"관, 대","관형사, 대명사","冠形詞, 代名詞",某,C
5003,모금,의,의존 명사,依存名詞,한 ~,C
6582,모기,명,명사,名詞,,B
3000,모니터,명,명사,名詞,monitor,B
1840,모델,명,명사,名詞,model,B
145,모두,"명, 부","명사, 부사","名詞, 副詞",,A
137,모든,관,관형사,冠形詞,,A
2862,모래,명,명사,名詞,,B
12460,모레,명,명사,名詞,,B
59,모르다,동,동사,動詞,,A
4890,모범,명,명사,名詞,模範,C
3528,모색하다,동,동사,動詞,摸索-,C
164,모습,명,명사,名詞,,B
1368,모시다,동,동사,動詞,,B
464,모양,"명, 의","명사, 의존 명사","名詞, 依存名詞",模樣,B
5899,모여들다,동,동사,動詞,,C
508,모으다,동,동사,動詞,,B
610,모이다,동,동사,動詞,,B
906,모임,명,명사,名詞,,B
4059,모자,명,명사,名詞,帽子,A
2829,모자라다,동,동사,動詞,,B
5104,모조리,부,부사,副詞,,C
5485,모집,명,명사,名詞,募集,C
8064,모집하다,동,동사,動詞,募集-,C
3406,모처럼,부,부사,副詞,,C
5486,모퉁이,명,명사,名詞,,C
1230,목,명,명사,名詞,,A
10505,목걸이,명,명사,名詞,,B
4340,목록,명,명사,名詞,目錄,C
2523,목사,명,명사,名詞,牧師,B
486,목소리,명,명사,名詞,,B
1973,목숨,명,명사,名詞,,C
11099,목요일,명,명사,名詞,木曜日,A
3808,목욕,명,명사,名詞,沐浴,A
5749,목욕탕,명,명사,名詞,沐浴湯,B
740,목적,명,명사,名詞,目的,B
1036,목표,명,명사,名詞,目標,B
2196,몰다,동,동사,動詞,,B
2312,몰래,부,부사,副詞,,B
4790,몰려들다,동,동사,動詞,,C
6052,몰려오다,동,동사,動詞,,C
156,몸,명,명사,名詞,,A
7238,몸매,명,명사,名詞,,C
7239,몸무게,명,명사,名詞,,B
8364,몸살,명,명사,名詞,~이 걸리다,B
9558,몸속,명,명사,名詞,,C
3636,몸짓,명,명사,名詞,,C
3744,몸통,명,명사,名詞,,C
1687,몹시,부,부사,副詞,,B
207,못,"명, 부","명사, 부사","名詞, 副詞",벽에 ~을 박다,A
3867,못되다,형,형용사,形容詞,,C
11104,못생기다,형,형용사,形容詞,,C
2213,못지않다,형,형용사,形容詞,,C
57,못하다,"동, 형, 보","동사, 형용사, 보조 용언","動詞, 形容詞, 補助用言",,A
5005,묘사,명,명사,名詞,描寫,C
3746,묘사하다,동,동사,動詞,描寫-,C
3687,무,명,명사,名詞,"식물, 無",B
1662,무겁다,형,형용사,形容詞,,A
2442,무게,명,명사,名詞,,B
7240,무관심,명,명사,名詞,無關心,C
10024,무관심하다,형,형용사,形容詞,無關心-,C
6405,무궁화,명,명사,名詞,無窮花,C
2113,무기,명,명사,名詞,武器,C
1793,무너지다,동,동사,動詞,,C
